Customer ID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_Score,segment
17012.00,361,1,384.16,1,2,2.00,12,hibernating
17016.00,212,1,552.40,1,2,3.00,12,hibernating
17017.00,1,13,5416.35,5,5,5.00,55,champions
17018.00,23,4,1367.60,4,4,4.00,44,loyal_customers
17019.00,4,8,2739.59,5,5,5.00,55,champions
17020.00,178,2,935.62,1,3,3.00,13,at_Risk
17021.00,78,6,1182.22,2,5,4.00,25,cant_loose
17022.00,68,1,189.00,3,2,1.00,32,about_to_sleep
17023.00,53,3,800.18,3,4,3.00,34,loyal_customers
17025.00,9,4,1152.87,5,4,4.00,54,champions
17026.00,5,2,54.15,5,3,1.00,53,potential_loyalists
17027.00,82,3,436.82,2,4,2.00,24,at_Risk
17028.00,217,3,1593.83,1,4,4.00,14,at_Risk
17029.00,18,5,1421.30,4,4,4.00,44,loyal_customers
17031.00,14,4,2393.50,5,4,5.00,54,champions
17032.00,183,8,3004.60,1,5,5.00,15,cant_loose
17033.00,33,1,302.65,4,2,2.00,42,potential_loyalists
17034.00,45,2,538.40,3,3,3.00,33,need_attention
17035.00,227,2,180.06,1,3,1.00,13,at_Risk
17036.00,19,1,176.90,4,2,1.00,42,potential_loyalists
17038.00,51,1,630.77,3,2,3.00,32,about_to_sleep
17039.00,240,1,1954.99,1,2,4.00,12,hibernating
17040.00,186,1,13.52,1,2,1.00,12,hibernating
17041.00,33,3,604.71,4,4,3.00,44,loyal_customers
17043.00,11,4,881.37,5,4,3.00,54,champions
17044.00,10,11,11013.82,5,5,5.00,55,champions
17045.00,12,2,488.24,5,3,2.00,53,potential_loyalists
17046.00,80,4,1264.05,2,4,4.00,24,at_Risk
17047.00,67,3,1188.33,3,4,4.00,34,loyal_customers
17048.00,73,4,1146.33,2,4,4.00,24,at_Risk
17049.00,11,10,4287.50,5,5,5.00,55,champions
17050.00,11,5,1462.95,5,4,4.00,54,champions
17051.00,82,3,467.25,2,4,2.00,24,at_Risk
17055.00,81,1,239.55,2,2,1.00,22,hibernating
17056.00,374,1,128.60,1,2,1.00,12,hibernating
17057.00,232,1,294.74,1,2,2.00,12,hibernating
17059.00,5,5,2507.49,5,4,5.00,54,champions
17062.00,1,4,669.85,5,4,3.00,54,champions
17063.00,43,6,2177.39,3,5,5.00,35,loyal_customers
17065.00,273,2,194.70,1,3,1.00,13,at_Risk
17066.00,362,1,228.34,1,2,1.00,12,hibernating
17067.00,360,3,454.54,1,4,2.00,14,at_Risk
17068.00,4,27,4608.94,5,5,5.00,55,champions
17069.00,9,6,3084.58,5,5,5.00,55,champions
17070.00,46,1,133.18,3,2,1.00,32,about_to_sleep
17071.00,17,4,1372.17,4,4,4.00,44,loyal_customers
17072.00,261,1,282.05,1,2,2.00,12,hibernating
17074.00,198,1,203.05,1,2,1.00,12,hibernating
17075.00,65,6,1407.61,3,5,4.00,35,loyal_customers
17076.00,28,3,401.67,4,4,2.00,44,loyal_customers
17077.00,214,1,306.00,1,2,2.00,12,hibernating
17080.00,15,5,669.91,5,4,3.00,54,champions
17081.00,31,4,674.23,4,4,3.00,44,loyal_customers
17082.00,30,4,2728.18,4,4,5.00,44,loyal_customers
17083.00,45,6,2644.01,3,5,5.00,35,loyal_customers
17084.00,32,1,2253.22,4,2,5.00,42,potential_loyalists
17085.00,12,23,6324.76,5,5,5.00,55,champions
17087.00,373,1,221.53,1,2,1.00,12,hibernating
17089.00,22,1,128.45,4,2,1.00,42,potential_loyalists
17090.00,10,6,1105.53,5,5,4.00,55,champions
17091.00,3,11,3983.34,5,5,5.00,55,champions
17092.00,73,7,3817.18,2,5,5.00,25,cant_loose
17093.00,228,1,235.88,1,2,1.00,12,hibernating
17094.00,59,1,100.20,3,2,1.00,32,about_to_sleep
17095.00,66,4,1248.09,3,4,4.00,34,loyal_customers
17096.00,19,7,2737.05,4,5,5.00,45,loyal_customers
17097.00,1,2,386.03,5,3,2.00,53,potential_loyalists
17098.00,17,3,591.07,4,4,3.00,44,loyal_customers
17099.00,169,1,582.17,2,2,3.00,22,hibernating
17101.00,30,3,885.32,4,4,3.00,44,loyal_customers
17103.00,358,1,424.30,1,2,2.00,12,hibernating
17104.00,59,1,474.03,3,2,2.00,32,about_to_sleep
17106.00,25,1,491.23,4,2,2.00,42,potential_loyalists
17107.00,33,4,5259.99,4,4,5.00,44,loyal_customers
17108.00,299,1,174.95,1,2,1.00,12,hibernating
17109.00,42,2,410.42,3,3,2.00,33,need_attention
17110.00,156,2,347.40,2,3,2.00,23,at_Risk
17111.00,61,1,227.97,3,2,1.00,32,about_to_sleep
17112.00,138,1,205.17,2,2,1.00,22,hibernating
17113.00,210,6,2322.59,1,5,5.00,15,cant_loose
17115.00,184,4,1923.99,1,4,4.00,14,at_Risk
17116.00,284,1,389.78,1,2,2.00,12,hibernating
17121.00,38,1,314.74,3,2,2.00,32,about_to_sleep
17122.00,24,3,432.18,4,4,2.00,44,loyal_customers
17123.00,75,2,631.87,2,3,3.00,23,at_Risk
17126.00,17,4,1065.69,4,4,4.00,44,loyal_customers
17127.00,64,5,1155.03,3,4,4.00,34,loyal_customers
17129.00,156,1,31.85,2,2,1.00,22,hibernating
17132.00,88,2,1272.80,2,3,4.00,23,at_Risk
17133.00,110,5,9730.09,2,4,5.00,24,at_Risk
17134.00,78,1,212.10,2,2,1.00,22,hibernating
17135.00,7,4,814.43,5,4,3.00,54,champions
17136.00,298,1,231.68,1,2,1.00,12,hibernating
17137.00,52,6,1133.63,3,5,4.00,35,loyal_customers
17138.00,25,6,4036.77,4,5,5.00,45,loyal_customers
17139.00,25,13,8915.99,4,5,5.00,45,loyal_customers
17141.00,54,4,754.33,3,4,3.00,34,loyal_customers
17142.00,40,3,704.75,3,4,3.00,34,loyal_customers
17143.00,53,2,924.11,3,3,3.00,33,need_attention
17145.00,148,4,3120.91,2,4,5.00,24,at_Risk
17146.00,71,10,5110.46,3,5,5.00,35,loyal_customers
17147.00,88,5,1485.36,2,4,4.00,24,at_Risk
17149.00,87,1,143.10,2,2,1.00,22,hibernating
17150.00,12,6,1375.65,5,5,4.00,55,champions
17151.00,371,1,231.90,1,2,1.00,12,hibernating
17152.00,61,1,327.00,3,2,2.00,32,about_to_sleep
17155.00,163,5,640.76,2,4,3.00,24,at_Risk
17156.00,127,1,591.87,2,2,3.00,22,hibernating
17157.00,116,17,4832.90,2,5,5.00,25,cant_loose
17158.00,183,2,713.03,1,3,3.00,13,at_Risk
17159.00,113,2,560.71,2,3,3.00,23,at_Risk
17160.00,10,11,6691.13,5,5,5.00,55,champions
17161.00,80,1,856.01,2,2,3.00,22,hibernating
17163.00,81,2,406.68,2,3,2.00,23,at_Risk
17165.00,17,5,1635.64,4,4,4.00,44,loyal_customers
17167.00,15,3,867.11,5,4,3.00,54,champions
17168.00,134,1,400.20,2,2,2.00,22,hibernating
17169.00,214,1,320.95,1,2,2.00,12,hibernating
17170.00,10,2,178.68,5,3,1.00,53,potential_loyalists
17171.00,297,1,159.68,1,2,1.00,12,hibernating
17172.00,66,2,638.81,3,3,3.00,33,need_attention
17176.00,162,2,596.19,2,3,3.00,23,at_Risk
17177.00,141,1,119.50,2,2,1.00,22,hibernating
17178.00,367,1,436.71,1,2,2.00,12,hibernating
17179.00,18,3,795.47,4,4,3.00,44,loyal_customers
17180.00,58,7,1460.95,3,5,4.00,35,loyal_customers
17181.00,9,2,225.45,5,3,1.00,53,potential_loyalists
17182.00,58,2,321.30,3,3,2.00,33,need_attention
17184.00,205,2,198.41,1,3,1.00,13,at_Risk
17185.00,227,3,229.46,1,4,1.00,14,at_Risk
17187.00,162,1,263.76,2,2,2.00,22,hibernating
17188.00,82,6,2118.70,2,5,4.00,25,cant_loose
17189.00,197,3,573.23,1,4,3.00,14,at_Risk
17190.00,39,5,1298.30,3,4,4.00,34,loyal_customers
17191.00,4,11,2740.92,5,5,5.00,55,champions
17192.00,172,1,77.83,2,2,1.00,22,hibernating
17193.00,22,2,610.74,4,3,3.00,43,potential_loyalists
17194.00,166,1,549.88,2,2,3.00,22,hibernating
17195.00,291,1,562.98,1,2,3.00,12,hibernating
17196.00,63,1,352.90,3,2,2.00,32,about_to_sleep
17198.00,1,2,521.66,5,3,3.00,53,potential_loyalists
17199.00,218,1,145.12,1,2,1.00,12,hibernating
17200.00,23,4,356.71,4,4,2.00,44,loyal_customers
17201.00,159,3,899.41,2,4,3.00,24,at_Risk
17202.00,56,1,160.65,3,2,1.00,32,about_to_sleep
17203.00,24,4,2012.03,4,4,4.00,44,loyal_customers
17204.00,10,5,3940.13,5,4,5.00,54,champions
17205.00,52,2,615.27,3,3,3.00,33,need_attention
17207.00,288,1,303.22,1,2,2.00,12,hibernating
17208.00,31,1,115.35,4,2,1.00,42,potential_loyalists
17209.00,285,3,611.60,1,4,3.00,14,at_Risk
17210.00,28,1,253.37,4,2,2.00,42,potential_loyalists
17211.00,5,6,1729.43,5,5,4.00,55,champions
17212.00,94,2,567.56,2,3,3.00,23,at_Risk
17213.00,2,7,2401.07,5,5,5.00,55,champions
17215.00,100,1,186.15,2,2,1.00,22,hibernating
17216.00,190,1,65.05,1,2,1.00,12,hibernating
17217.00,255,1,104.50,1,2,1.00,12,hibernating
17218.00,4,9,2231.96,5,5,5.00,55,champions
17219.00,52,1,144.90,3,2,1.00,32,about_to_sleep
17220.00,53,7,1283.50,3,5,4.00,35,loyal_customers
17221.00,227,3,643.39,1,4,3.00,14,at_Risk
17222.00,113,5,1250.86,2,4,4.00,24,at_Risk
17223.00,4,2,446.74,5,3,2.00,53,potential_loyalists
17224.00,137,1,100.86,2,2,1.00,22,hibernating
17225.00,217,1,131.15,1,2,1.00,12,hibernating
17226.00,80,2,506.63,2,3,2.00,23,at_Risk
17227.00,4,7,1082.71,5,5,4.00,55,champions
17228.00,3,7,1271.15,5,5,4.00,55,champions
17230.00,199,10,6286.54,1,5,5.00,15,cant_loose
17231.00,25,15,4022.72,4,5,5.00,45,loyal_customers
17233.00,84,2,369.98,2,3,2.00,23,at_Risk
17235.00,8,7,1354.82,5,5,4.00,55,champions
17236.00,46,6,1013.13,3,5,4.00,35,loyal_customers
17237.00,11,2,687.39,5,3,3.00,53,potential_loyalists
17238.00,7,17,4038.45,5,5,5.00,55,champions
17239.00,23,3,806.95,4,4,3.00,44,loyal_customers
17240.00,232,1,130.60,1,2,1.00,12,hibernating
17241.00,21,12,2744.14,4,5,5.00,45,loyal_customers
17242.00,92,3,1754.24,2,4,4.00,24,at_Risk
17243.00,5,44,12213.01,5,5,5.00,55,champions
17244.00,19,4,871.14,4,4,3.00,44,loyal_customers
17245.00,325,1,200.18,1,2,1.00,12,hibernating
17246.00,182,2,38.92,1,3,1.00,13,at_Risk
17248.00,117,1,227.51,2,2,1.00,22,hibernating
17249.00,64,1,68.03,3,2,1.00,32,about_to_sleep
17251.00,18,2,529.15,4,3,3.00,43,potential_loyalists
17254.00,37,1,198.29,3,2,1.00,32,about_to_sleep
17255.00,26,2,500.72,4,3,2.00,43,potential_loyalists
17256.00,117,3,258.93,2,4,2.00,24,at_Risk
17257.00,72,2,192.73,2,3,1.00,23,at_Risk
17258.00,32,2,417.30,4,3,2.00,43,potential_loyalists
17259.00,4,5,1285.97,5,4,4.00,54,champions
17260.00,47,1,120.95,3,2,1.00,32,about_to_sleep
17261.00,145,1,230.44,2,2,1.00,22,hibernating
17262.00,2,7,1504.26,5,5,4.00,55,champions
17264.00,60,1,279.59,3,2,2.00,32,about_to_sleep
17266.00,135,2,207.09,2,3,1.00,23,at_Risk
17268.00,81,7,970.25,2,5,3.00,25,cant_loose
17269.00,21,1,537.46,4,2,3.00,42,potential_loyalists
17270.00,105,2,604.40,2,3,3.00,23,at_Risk
17271.00,372,1,210.39,1,2,1.00,12,hibernating
17273.00,60,1,141.12,3,2,1.00,32,about_to_sleep
17274.00,31,1,465.40,4,2,2.00,42,potential_loyalists
17275.00,19,1,114.52,4,2,1.00,42,potential_loyalists
17276.00,38,1,508.39,3,2,3.00,32,about_to_sleep
17278.00,201,1,25.20,1,2,1.00,12,hibernating
17280.00,74,1,118.86,2,2,1.00,22,hibernating
17281.00,10,6,797.85,5,5,3.00,55,champions
17282.00,92,2,636.25,2,3,3.00,23,at_Risk
17283.00,14,1,188.46,5,2,1.00,52,potential_loyalists
17284.00,25,2,1140.58,4,3,4.00,43,potential_loyalists
17285.00,264,2,428.34,1,3,2.00,13,at_Risk
17286.00,36,2,241.56,4,3,1.00,43,potential_loyalists
17287.00,3,16,3047.85,5,5,5.00,55,champions
17288.00,26,4,1080.25,4,4,4.00,44,loyal_customers
17289.00,12,6,1134.98,5,5,4.00,55,champions
17290.00,17,6,976.20,4,5,3.00,45,loyal_customers
17292.00,108,2,271.75,2,3,2.00,23,at_Risk
17293.00,30,8,1899.12,4,5,4.00,45,loyal_customers
17294.00,305,2,467.79,1,3,2.00,13,at_Risk
17296.00,366,1,338.13,1,2,2.00,12,hibernating
17298.00,10,3,459.14,5,4,2.00,54,champions
17299.00,75,2,346.97,2,3,2.00,23,at_Risk
17300.00,26,2,393.64,4,3,2.00,43,potential_loyalists
17301.00,260,1,132.80,1,2,1.00,12,hibernating
17304.00,170,1,111.50,2,2,1.00,22,hibernating
17305.00,284,1,2135.46,1,2,4.00,12,hibernating
17306.00,29,2,1151.04,4,3,4.00,43,potential_loyalists
17307.00,31,11,3999.89,4,5,5.00,45,loyal_customers
17308.00,29,2,4511.76,4,3,5.00,43,potential_loyalists
17309.00,17,2,247.84,4,3,1.00,43,potential_loyalists
17310.00,23,2,1025.10,4,3,4.00,43,potential_loyalists
17311.00,28,4,2181.71,4,4,5.00,44,loyal_customers
17314.00,29,9,2376.51,4,5,5.00,45,loyal_customers
17315.00,11,5,3358.34,5,4,5.00,54,champions
17316.00,56,1,124.45,3,2,1.00,32,about_to_sleep
17318.00,361,1,164.28,1,2,1.00,12,hibernating
17319.00,305,1,29.10,1,2,1.00,12,hibernating
17320.00,4,4,1695.15,5,4,4.00,54,champions
17321.00,30,4,1040.32,4,4,4.00,44,loyal_customers
17322.00,12,5,922.59,5,4,3.00,54,champions
17323.00,43,5,644.52,3,4,3.00,34,loyal_customers
17324.00,2,9,1311.64,5,5,4.00,55,champions
17325.00,46,2,512.77,3,3,3.00,33,need_attention
17326.00,44,2,321.95,3,3,2.00,33,need_attention
17327.00,45,2,152.35,3,3,1.00,33,need_attention
17328.00,309,1,104.70,1,2,1.00,12,hibernating
17329.00,367,3,481.32,1,4,2.00,14,at_Risk
17330.00,180,2,59.90,1,3,1.00,13,at_Risk
17332.00,164,5,838.27,2,4,3.00,24,at_Risk
17334.00,42,1,328.13,3,2,2.00,32,about_to_sleep
17335.00,19,2,508.00,4,3,3.00,43,potential_loyalists
17336.00,108,1,81.12,2,2,1.00,22,hibernating
17338.00,11,9,5498.64,5,5,5.00,55,champions
17339.00,1,2,119.00,5,3,1.00,53,potential_loyalists
17340.00,2,8,10051.53,5,5,5.00,55,champions
17341.00,2,3,1108.47,5,4,4.00,54,champions
17342.00,15,4,1227.54,5,4,4.00,54,champions
17343.00,12,5,1066.30,5,4,4.00,54,champions
17344.00,364,1,307.54,1,2,2.00,12,hibernating
17345.00,11,6,1066.94,5,5,4.00,55,champions
17346.00,9,12,2646.44,5,5,5.00,55,champions
17348.00,73,4,1316.89,2,4,4.00,24,at_Risk
17349.00,16,4,741.50,4,4,3.00,44,loyal_customers
17350.00,30,3,619.97,4,4,3.00,44,loyal_customers
17351.00,63,9,1401.08,3,5,4.00,35,loyal_customers
17352.00,332,1,36.25,1,2,1.00,12,hibernating
17353.00,127,2,1502.00,2,3,4.00,23,at_Risk
17354.00,64,3,1750.40,3,4,4.00,34,loyal_customers
17355.00,22,1,285.11,4,2,2.00,42,potential_loyalists
17356.00,190,4,768.25,1,4,3.00,14,at_Risk
17358.00,12,3,500.20,5,4,2.00,54,champions
17359.00,284,1,156.60,1,2,1.00,12,hibernating
17360.00,21,3,645.59,4,4,3.00,44,loyal_customers
17361.00,312,2,392.44,1,3,2.00,13,at_Risk
17362.00,36,5,711.81,4,4,3.00,44,loyal_customers
17363.00,31,3,940.86,4,4,3.00,44,loyal_customers
17364.00,12,17,7589.24,5,5,5.00,55,champions
17365.00,22,7,3423.42,4,5,5.00,45,loyal_customers
17366.00,68,2,1096.24,3,3,4.00,33,need_attention
17368.00,11,6,913.47,5,5,3.00,55,champions
17369.00,91,1,979.20,2,2,3.00,22,hibernating
17371.00,259,3,238.66,1,4,1.00,14,at_Risk
17372.00,17,20,3034.88,4,5,5.00,45,loyal_customers
17373.00,54,3,520.58,3,4,3.00,34,loyal_customers
17374.00,31,1,231.34,4,2,1.00,42,potential_loyalists
17375.00,67,1,260.45,3,2,2.00,32,about_to_sleep
17376.00,40,2,250.44,3,3,1.00,33,need_attention
17377.00,1,60,14218.49,5,5,5.00,55,champions
17378.00,10,1,10.95,5,2,1.00,52,potential_loyalists
17380.00,70,3,645.00,3,4,3.00,34,loyal_customers
17381.00,4,12,19726.76,5,5,5.00,55,champions
17382.00,71,7,836.88,3,5,3.00,35,loyal_customers
17383.00,89,1,110.70,2,2,1.00,22,hibernating
17384.00,103,1,171.15,2,2,1.00,22,hibernating
17386.00,21,1,126.35,4,2,1.00,42,potential_loyalists
17388.00,56,7,1432.01,3,5,4.00,35,loyal_customers
17389.00,10,27,25391.00,5,5,5.00,55,champions
17390.00,56,1,149.30,3,2,1.00,32,about_to_sleep
17392.00,86,1,168.65,2,2,1.00,22,hibernating
17393.00,46,2,381.15,3,3,2.00,33,need_attention
17395.00,144,1,97.50,2,2,1.00,22,hibernating
17396.00,7,7,1476.30,5,5,4.00,55,champions
17397.00,52,1,536.77,3,2,3.00,32,about_to_sleep
17400.00,217,3,2547.09,1,4,5.00,14,at_Risk
17401.00,177,1,114.85,1,2,1.00,12,hibernating
17402.00,5,12,2462.33,5,5,5.00,55,champions
17403.00,86,1,118.95,2,2,1.00,22,hibernating
17404.00,45,8,15874.30,3,5,5.00,35,loyal_customers
17406.00,2,11,2704.63,5,5,5.00,55,champions
17407.00,47,1,552.90,3,2,3.00,32,about_to_sleep
17408.00,136,2,283.44,2,3,2.00,23,at_Risk
17409.00,57,8,7021.66,3,5,5.00,35,loyal_customers
17411.00,22,2,646.44,4,3,3.00,43,potential_loyalists
17412.00,8,10,3159.46,5,5,5.00,55,champions
17413.00,40,2,560.14,3,3,3.00,33,need_attention
17414.00,59,4,1471.52,3,4,4.00,34,loyal_customers
17416.00,29,15,10405.03,4,5,5.00,45,loyal_customers
17417.00,184,1,164.18,1,2,1.00,12,hibernating
17418.00,23,1,206.60,4,2,1.00,42,potential_loyalists
17419.00,3,8,2273.95,5,5,5.00,55,champions
17420.00,9,4,485.60,5,4,2.00,54,champions
17421.00,22,3,1059.41,4,4,4.00,44,loyal_customers
17422.00,17,5,1615.39,4,4,4.00,44,loyal_customers
17423.00,29,1,420.54,4,2,2.00,42,potential_loyalists
17426.00,88,7,3040.51,2,5,5.00,25,cant_loose
17428.00,4,18,14562.91,5,5,5.00,55,champions
17429.00,32,2,832.54,4,3,3.00,43,potential_loyalists
17430.00,1,3,469.41,5,4,2.00,54,champions
17432.00,21,7,1385.63,4,5,4.00,45,loyal_customers
17433.00,21,1,266.80,4,2,2.00,42,potential_loyalists
17435.00,47,1,331.35,3,2,2.00,32,about_to_sleep
17436.00,44,3,317.76,3,4,2.00,34,loyal_customers
17437.00,165,1,373.17,2,2,2.00,22,hibernating
17438.00,80,4,1034.32,2,4,4.00,24,at_Risk
17439.00,291,1,325.74,1,2,2.00,12,hibernating
17440.00,185,1,137.16,1,2,1.00,12,hibernating
17441.00,368,1,293.35,1,2,2.00,12,hibernating
17442.00,17,9,2371.74,4,5,5.00,45,loyal_customers
17448.00,133,46,14556.97,2,5,5.00,25,cant_loose
17449.00,23,6,2430.29,4,5,5.00,45,loyal_customers
17450.00,3,7,52422.30,5,5,5.00,55,champions
17454.00,98,6,1030.41,2,5,4.00,25,cant_loose
17456.00,1,2,975.56,5,3,3.00,53,potential_loyalists
17457.00,15,9,4247.11,5,5,5.00,55,champions
17458.00,17,1,213.08,4,2,1.00,42,potential_loyalists
17460.00,8,12,1605.84,5,5,4.00,55,champions
17463.00,196,2,661.50,1,3,3.00,13,at_Risk
17464.00,158,2,710.98,2,3,3.00,23,at_Risk
17465.00,61,7,2542.79,3,5,5.00,35,loyal_customers
17467.00,31,1,102.60,4,2,1.00,42,potential_loyalists
17468.00,11,1,57.80,5,2,1.00,52,potential_loyalists
17469.00,36,12,3180.28,4,5,5.00,45,loyal_customers
17470.00,3,7,1679.80,5,5,4.00,55,champions
17471.00,110,1,321.65,2,2,2.00,22,hibernating
17472.00,264,1,224.81,1,2,1.00,12,hibernating
17473.00,44,2,607.00,3,3,3.00,33,need_attention
17474.00,235,1,1047.00,1,2,4.00,12,hibernating
17476.00,31,2,489.86,4,3,2.00,43,potential_loyalists
17477.00,248,2,1144.30,1,3,4.00,13,at_Risk
17478.00,44,2,1272.80,3,3,4.00,33,need_attention
17479.00,268,1,389.26,1,2,2.00,12,hibernating
17480.00,80,1,390.21,2,2,2.00,22,hibernating
17482.00,123,2,778.19,2,3,3.00,23,at_Risk
17483.00,50,1,177.69,3,2,1.00,32,about_to_sleep
17484.00,212,2,209.57,1,3,1.00,13,at_Risk
17487.00,364,1,160.55,1,2,1.00,12,hibernating
17488.00,277,1,336.50,1,2,2.00,12,hibernating
17490.00,24,2,658.18,4,3,3.00,43,potential_loyalists
17491.00,3,8,2422.20,5,5,5.00,55,champions
17492.00,114,2,747.85,2,3,3.00,23,at_Risk
17493.00,21,1,100.91,4,2,1.00,42,potential_loyalists
17494.00,137,1,54.70,2,2,1.00,22,hibernating
17495.00,26,1,309.16,4,2,2.00,42,potential_loyalists
17496.00,199,3,1141.84,1,4,4.00,14,at_Risk
17497.00,26,2,287.25,4,3,2.00,43,potential_loyalists
17499.00,197,1,718.51,1,2,3.00,12,hibernating
17504.00,16,9,6568.09,4,5,5.00,45,loyal_customers
17505.00,186,3,1289.64,1,4,4.00,14,at_Risk
17508.00,17,7,4191.92,4,5,5.00,45,loyal_customers
17510.00,56,1,206.08,3,2,1.00,32,about_to_sleep
17511.00,3,31,84541.17,5,5,5.00,55,champions
17512.00,88,8,2542.83,2,5,5.00,25,cant_loose
17513.00,44,2,645.60,3,3,3.00,33,need_attention
17514.00,305,1,334.18,1,2,2.00,12,hibernating
17515.00,30,5,978.44,4,4,3.00,44,loyal_customers
17516.00,14,1,189.47,5,2,1.00,52,potential_loyalists
17518.00,61,2,329.42,3,3,2.00,33,need_attention
17519.00,4,10,3265.45,5,5,5.00,55,champions
17521.00,30,2,554.85,4,3,3.00,43,potential_loyalists
17524.00,74,2,394.14,2,3,2.00,23,at_Risk
17525.00,33,2,739.20,4,3,3.00,43,potential_loyalists
17526.00,1,9,2970.14,5,5,5.00,55,champions
17529.00,246,2,1240.25,1,3,4.00,13,at_Risk
17530.00,1,3,756.51,5,4,3.00,54,champions
17531.00,163,2,970.12,2,3,3.00,23,at_Risk
17532.00,21,1,65.34,4,2,1.00,42,potential_loyalists
17533.00,70,1,34.80,3,2,1.00,32,about_to_sleep
17534.00,87,4,1445.47,2,4,4.00,24,at_Risk
17536.00,56,2,288.33,3,3,2.00,33,need_attention
17539.00,253,4,1226.57,1,4,4.00,14,at_Risk
17540.00,19,4,1011.70,4,4,4.00,44,loyal_customers
17541.00,145,1,124.46,2,2,1.00,22,hibernating
17542.00,277,2,170.95,1,3,1.00,13,at_Risk
17543.00,185,1,120.05,1,2,1.00,12,hibernating
17544.00,26,3,960.69,4,4,3.00,44,loyal_customers
17545.00,26,3,802.58,4,4,3.00,44,loyal_customers
17547.00,11,2,727.85,5,3,3.00,53,potential_loyalists
17548.00,14,3,627.96,5,4,3.00,54,champions
17550.00,33,6,2280.48,4,5,5.00,45,loyal_customers
17552.00,8,10,2154.88,5,5,5.00,55,champions
17553.00,108,3,2270.00,2,4,5.00,24,at_Risk
17555.00,61,3,574.48,3,4,3.00,34,loyal_customers
17556.00,15,1,142.77,5,2,1.00,52,potential_loyalists
17557.00,368,1,34.00,1,2,1.00,12,hibernating
17558.00,29,1,259.17,4,2,2.00,42,potential_loyalists
17559.00,148,1,167.62,2,2,1.00,22,hibernating
17560.00,31,4,1040.85,4,4,4.00,44,loyal_customers
17561.00,26,3,554.72,4,4,3.00,44,loyal_customers
17563.00,214,2,392.38,1,3,2.00,13,at_Risk
17565.00,222,1,131.83,1,2,1.00,12,hibernating
17567.00,8,2,1024.55,5,3,4.00,53,potential_loyalists
17568.00,269,1,382.79,1,2,2.00,12,hibernating
17570.00,17,1,100.00,4,2,1.00,42,potential_loyalists
17571.00,178,1,205.24,1,2,1.00,12,hibernating
17572.00,9,7,496.26,5,5,2.00,55,champions
17575.00,303,1,171.70,1,2,1.00,12,hibernating
17576.00,1,23,5434.13,5,5,5.00,55,champions
17577.00,281,2,348.75,1,3,2.00,13,at_Risk
17578.00,110,6,903.87,2,5,3.00,25,cant_loose
17579.00,214,1,304.38,1,2,2.00,12,hibernating
17580.00,12,2,329.55,5,3,2.00,53,potential_loyalists
17581.00,8,20,7712.71,5,5,5.00,55,champions
17582.00,82,4,1275.43,2,4,4.00,24,at_Risk
17583.00,196,1,135.95,1,2,1.00,12,hibernating
17584.00,103,4,4067.12,2,4,5.00,24,at_Risk
17585.00,81,3,960.23,2,4,3.00,24,at_Risk
17586.00,255,1,167.40,1,2,1.00,12,hibernating
17587.00,264,1,181.66,1,2,1.00,12,hibernating
17588.00,32,4,1699.35,4,4,4.00,44,loyal_customers
17589.00,21,14,11645.70,4,5,5.00,45,loyal_customers
17591.00,3,2,550.70,5,3,3.00,53,potential_loyalists
17592.00,374,1,148.30,1,2,1.00,12,hibernating
17593.00,45,6,4168.46,3,5,5.00,35,loyal_customers
17594.00,85,2,1504.70,2,3,4.00,23,at_Risk
17596.00,4,7,2092.74,5,5,4.00,55,champions
17597.00,54,4,1439.72,3,4,4.00,34,loyal_customers
17598.00,17,1,409.98,4,2,2.00,42,potential_loyalists
17599.00,113,1,52.05,2,2,1.00,22,hibernating
17601.00,16,1,305.47,4,2,2.00,42,potential_loyalists
17602.00,108,8,2348.16,2,5,5.00,25,cant_loose
17603.00,253,3,1398.76,1,4,4.00,14,at_Risk
17604.00,58,4,636.57,3,4,3.00,34,loyal_customers
17605.00,226,1,160.75,1,2,1.00,12,hibernating
17606.00,373,1,87.30,1,2,1.00,12,hibernating
17607.00,12,1,333.81,5,2,2.00,52,potential_loyalists
17608.00,85,2,305.11,2,3,2.00,23,at_Risk
17609.00,38,6,782.12,3,5,3.00,35,loyal_customers
17610.00,176,5,1529.49,2,4,4.00,24,at_Risk
17611.00,57,13,4387.76,3,5,5.00,35,loyal_customers
17612.00,15,12,3346.41,5,5,5.00,55,champions
17615.00,23,3,403.60,4,4,2.00,44,loyal_customers
17616.00,3,2,489.60,5,3,2.00,53,potential_loyalists
17617.00,194,1,395.33,1,2,2.00,12,hibernating
17618.00,19,8,3101.66,4,5,5.00,45,loyal_customers
17621.00,40,3,1795.22,3,4,4.00,34,loyal_customers
17622.00,233,2,1130.21,1,3,4.00,13,at_Risk
17623.00,45,6,1856.62,3,5,4.00,35,loyal_customers
17624.00,73,2,725.15,2,3,3.00,23,at_Risk
17625.00,82,4,4020.80,2,4,5.00,24,at_Risk
17626.00,238,1,254.00,1,2,2.00,12,hibernating
17627.00,114,1,296.36,2,2,2.00,22,hibernating
17629.00,24,2,641.40,4,3,3.00,43,potential_loyalists
17631.00,10,4,470.16,5,4,2.00,54,champions
17633.00,15,3,732.55,5,4,3.00,54,champions
17635.00,60,3,1265.58,3,4,4.00,34,loyal_customers
